Archive:  /mnt/data/openpatch_agent_gateway_v16_candidate.zip
    testing: openpatch_agent_gateway_v16_candidate/checks/local_bridge_node_check_v14.log   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/ledger_cli_node_check_v14.log   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/bridge_v14_server.log   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/bridge_v14_health.json   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/bridge_v14_preflight.json   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/bridge_v14_github_upload_gate.json   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/bridge_v14_auto_continue_preflight.json   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/bridge_v14_instances_compact.json   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/bridge_v14_cli_preflight.json   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/bridge_v14_cli_github_upload_gate.json   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/bridge_v14_cli_auto_continue_preflight.json   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/bridge_v14_cli_instances_compact.json   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/bridge_v14_preflight_github.json   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/SELF_TEST_REPORT_V14.md   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/npm_test_v15.log   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/npm_run_check_v15.log   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/local_bridge_node_check_v15.log   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/ledger_cli_node_check_v15.log   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/bridge_v15_server.pid   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/bridge_v15_server.log   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/v15_bridge_data/   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/v15_bridge_data/receipts/   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/v15_bridge_data/receipts/openpatch-smoke/   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/v15_bridge_data/receipts/openpatch-smoke/v15-smoke-001.json   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/v15_bridge_data/receipts/openpatch-smoke/v15-cli-smoke-001.json   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/v15_bridge_data/latest/   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/v15_bridge_data/latest/openpatch-smoke.json   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/v15_bridge_data/route_profiles.json   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/v15_bridge_data/repo_aliases.json   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/v15_bridge_data/keys.local.json   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/v15_bridge_data/queue.json   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/v15_bridge_data/events.jsonl   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/v15_bridge_data/evidence/   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/v15_bridge_data/evidence/openpatch-smoke/   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/v15_bridge_data/evidence/openpatch-smoke/v15-smoke-001.json   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/v15_bridge_data/evidence/openpatch-smoke/v15-cli-smoke-001.json   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/v15_bridge_data/status.json   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/v15_bridge_data/sha_index.json   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/bridge_v15_health.json   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/bridge_v15_codex_brief.json   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/bridge_v15_operation_brief.json   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/bridge_v15_smoke_run.json   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/bridge_v15_cli_codex_brief.json   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/bridge_v15_cli_operation_brief.json   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/bridge_v15_cli_smoke_run.json   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/SELF_TEST_REPORT_V15.md   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/npm_test_v16.log   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/npm_run_check_v16.log   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/local_bridge_node_check_v16.log   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/ledger_cli_node_check_v16.log   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/bridge_v16_server.pid   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/bridge_v16_server.log   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/bridge_v16_health.json   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/bridge_v16_smoke_run.json   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/bridge_v16_next_hop.json   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/bridge_v16_chrome_handoff.json   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/bridge_v16_github_handoff.json   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/bridge_v16_auto_continue_handoff.json   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/bridge_v16_evidence_pack.json   OK
    testing: openpatch_agent_gateway_v16_candidate/checks/SELF_TEST_REPORT_V16.md   OK
    testing: openpatch_agent_gateway_v16_candidate/local-bridge/   OK
    testing: openpatch_agent_gateway_v16_candidate/local-bridge/openpatch-local-bridge.mjs   OK
    testing: openpatch_agent_gateway_v16_candidate/local-bridge/route_profiles.example.json   OK
    testing: openpatch_agent_gateway_v16_candidate/local-bridge/README.md   OK
    testing: openpatch_agent_gateway_v16_candidate/local-bridge/openpatch-ledger-cli.mjs   OK
    testing: openpatch_agent_gateway_v16_candidate/local-bridge/repo_aliases.example.json   OK
    testing: openpatch_agent_gateway_v16_candidate/local-bridge/keys.local.example.json   OK
    testing: openpatch_agent_gateway_v16_candidate/PATCH_FROM_V2_TO_V3.diff   OK
    testing: openpatch_agent_gateway_v16_candidate/README.md   OK
    testing: openpatch_agent_gateway_v16_candidate/audit_decision.json   OK
    testing: openpatch_agent_gateway_v16_candidate/SHA256SUMS.txt   OK
    testing: openpatch_agent_gateway_v16_candidate/github-workflows/   OK
    testing: openpatch_agent_gateway_v16_candidate/github-workflows/validate-roundpack.yml   OK
    testing: openpatch_agent_gateway_v16_candidate/PATCH_FROM_V3_TO_V4.diff   OK
    testing: openpatch_agent_gateway_v16_candidate/PATCH_FROM_V4_TO_V5.diff   OK
    testing: openpatch_agent_gateway_v16_candidate/PATCH_FROM_V5_TO_V6.diff   OK
    testing: openpatch_agent_gateway_v16_candidate/auto-continue-integration/   OK
    testing: openpatch_agent_gateway_v16_candidate/auto-continue-integration/roundpack_scheduler_adapter.js   OK
    testing: openpatch_agent_gateway_v16_candidate/auto-continue-integration/roundpack_scheduler_adapter_v8.js   OK
    testing: openpatch_agent_gateway_v16_candidate/auto-continue-integration/AUTO_CONTINUE_LIVE_ADAPTER_V9.md   OK
    testing: openpatch_agent_gateway_v16_candidate/auto-continue-integration/roundpack_scheduler_adapter_v9.js   OK
    testing: openpatch_agent_gateway_v16_candidate/auto-continue-integration/AUTO_CONTINUE_LIVE_ADAPTER_V11.md   OK
    testing: openpatch_agent_gateway_v16_candidate/browser-smoke/   OK
    testing: openpatch_agent_gateway_v16_candidate/browser-smoke/CHROME_DEV_PROFILE_SMOKE_TEST.md   OK
    testing: openpatch_agent_gateway_v16_candidate/browser-smoke/CHROME_DEV_PROFILE_SMOKE_TEST_V9.md   OK
    testing: openpatch_agent_gateway_v16_candidate/browser-smoke/CHROME_DEV_PROFILE_SMOKE_TEST_V11.md   OK
    testing: openpatch_agent_gateway_v16_candidate/browser-smoke/CHROME_DEV_PROFILE_SMOKE_TEST_V16.md   OK
    testing: openpatch_agent_gateway_v16_candidate/PATCH_FROM_V6_TO_V7.diff   OK
    testing: openpatch_agent_gateway_v16_candidate/PATCH_FROM_V7_TO_V8.diff   OK
    testing: openpatch_agent_gateway_v16_candidate/PATCH_FROM_V8_TO_V9.diff   OK
    testing: openpatch_agent_gateway_v16_candidate/PATCH_FROM_V9_TO_V10.diff   OK
    testing: openpatch_agent_gateway_v16_candidate/PATCH_FROM_V10_TO_V11.diff   OK
    testing: openpatch_agent_gateway_v16_candidate/PATCH_FROM_V11_TO_V12.diff   OK
    testing: openpatch_agent_gateway_v16_candidate/PATCH_FROM_V12_TO_V13.diff   OK
    testing: openpatch_agent_gateway_v16_candidate/PATCH_FROM_V13_TO_V14.diff   OK
    testing: openpatch_agent_gateway_v16_candidate/PATCH_FROM_V14_TO_V15.diff   OK
    testing: openpatch_agent_gateway_v16_candidate/PATCH_FROM_V15_TO_V16.diff   OK
No errors detected in compressed data of /mnt/data/openpatch_agent_gateway_v16_candidate.zip.
